UserID,Age,Gender,SweetLike,MentholLike,PodsPerWeek,SubscribeIntent,FlavourFamilies,PurchaseChannel,SignupChannel,DeviceUsed,AvgSessionTimeMin,ReferralCount,ReorderRate,FeedbackSubmitted,SubscriptionTenure,FlavourExplorationRate,LastTopRatedFlavour,PrimaryFlavourNote,NicotineToleranceLevel,AvgPodsPerOrder,SleepHours,StressLevelScale,LastMood,IsWeekend,FlavorBuzzScore,LastMentionSpike,IsLimitedEdition,SocialMentions_30D,FlavourFamilyTrend,NicotineGoal,CountryRegCode,OverLimitWarning
935,40,Female,3,2,14,0,Tobacco,Online,Instagram,Android,23.8,0,0.72,False,13,0.89,Blueberry Muffin,Fruity,48.9,4,8.7,7.0,Anxious,True,0.13,True,False,42,Stable,Quit,SG,False
936,18,Male,1,2,9,1,"Tobacco,Menthol",Lounge,Instagram,Desktop,18.6,0,0.41,False,23,0.16,Peach Punch,Sweet,28.5,1,5.0,5.6,Anxious,False,0.17,False,False,48,Rising,Maintain,SG,False
937,32,Male,1,3,8,1,"Menthol,Dessert,Beverage",Online,Instagram,iOS,42.4,2,0.61,False,14,0.13,Custard Kunafa,Fruity,26.9,1,6.8,8.3,LowEnergy,False,0.41,False,False,53,Rising,Maintain,SG,False
938,38,Male,4,3,14,0,Dessert,Online,Referral,Android,21.8,1,0.45,False,21,0.77,Vanilla Swirl,Menthol,50.0,6,6.6,10.0,LowEnergy,False,0.36,False,False,44,Stable,Maintain,AE,True
939,26,Male,5,1,13,0,"Tobacco,Menthol,Beverage",Online,Instagram,iOS,43.3,2,0.35,False,10,0.22,Mango Tango,Sweet,50.0,1,5.8,5.5,Anxious,False,0.11,True,False,47,Declining,Maintain,US,False
940,26,Male,1,3,4,1,Tobacco,Online,TikTok,Desktop,33.1,0,0.53,False,24,0.22,Lychee Ice,Nutty,21.6,2,8.9,5.8,Energetic,False,0.11,False,False,50,Rising,Maintain,PH,False
941,27,Female,1,2,5,0,"Fruity,Tobacco,Menthol",Online,Instagram,Desktop,29.8,0,0.75,False,11,0.12,Tobacco Twist,Nutty,20.0,6,6.9,5.8,Energetic,False,0.43,False,False,60,Declining,Maintain,PH,False
942,43,Female,3,3,13,0,"Dessert,Spice,Fruity",Online,TikTok,Android,28.7,2,0.64,False,13,0.14,Tobacco Twist,Nutty,50.0,4,7.3,4.5,Energetic,False,0.29,False,False,50,Stable,Reduce,IN,True
943,52,Female,2,5,5,1,Beverage,Retail,Website,Android,28.9,2,0.39,False,12,0.34,Lychee Ice,Sweet,22.4,2,7.5,5.2,Energetic,False,0.57,True,False,45,Rising,Maintain,US,False
944,42,Male,4,3,6,0,"Dessert,Tobacco",Online,Referral,iOS,5.7,4,0.53,True,9,0.16,Spicy Guava,Nutty,35.0,3,6.1,7.8,Happy,False,0.38,False,False,48,Stable,Reduce,AE,False
945,43,Female,4,2,3,0,Beverage,Online,Instagram,Android,22.2,0,0.58,False,4,0.43,Peach Punch,Fruity,15.7,5,8.0,6.4,Anxious,False,0.37,True,False,46,Rising,Quit,AE,False
946,28,Female,2,1,5,1,"Menthol,Fruity,Spice",Online,Instagram,Desktop,33.5,1,0.35,False,7,0.85,Custard Kunafa,Sweet,26.0,3,7.7,9.4,Happy,False,0.19,False,False,41,Declining,Maintain,US,False
947,19,Female,1,4,2,1,"Beverage,Dessert",Retail,Instagram,Android,24.5,2,0.71,False,24,0.39,Citrus Pop,Sweet,10.0,2,6.4,6.1,LowEnergy,False,0.29,False,False,44,Stable,Quit,SG,False
948,24,Male,3,3,10,1,"Fruity,Tobacco",Retail,Referral,iOS,10.9,1,0.57,False,22,0.76,Mango Tango,Sweet,46.5,1,7.6,7.1,Energetic,True,0.28,False,False,46,Stable,Maintain,SG,False
949,35,Male,3,2,1,0,"Tobacco,Dessert",Retail,Referral,Android,24.5,1,0.39,True,2,0.18,Blueberry Muffin,Spicy,10.0,4,8.0,5.1,Energetic,True,0.3,False,False,50,Declining,Maintain,US,False
950,44,Male,4,4,11,0,"Fruity,Menthol,Tobacco",Retail,TikTok,Desktop,42.0,3,0.38,False,7,0.69,Mango Tango,Menthol,50.0,6,7.5,6.3,Anxious,False,0.25,False,False,45,Rising,Reduce,PH,False
951,51,Male,3,4,1,1,Beverage,Retail,Website,iOS,37.5,2,0.77,True,9,0.39,Spicy Guava,Spicy,10.0,4,5.5,6.6,Energetic,False,0.27,False,False,49,Declining,Maintain,SG,False
952,44,Male,2,5,10,1,"Spice,Beverage",Online,Website,iOS,24.4,0,0.54,True,5,0.77,Berry Blast,Spicy,38.1,1,6.4,3.3,Anxious,False,0.17,False,False,64,Rising,Maintain,IN,True
953,34,Female,1,4,7,0,Fruity,Lounge,Instagram,Android,34.5,0,0.78,False,15,0.22,Pineapple Freeze,Spicy,29.6,4,7.1,5.3,LowEnergy,False,0.21,False,True,46,Stable,Maintain,AE,False
954,41,Male,2,2,2,1,Beverage,Online,Referral,Desktop,21.3,3,0.84,True,18,0.91,Spicy Guava,Menthol,10.0,5,6.8,7.5,Energetic,False,0.15,False,True,47,Stable,Quit,SG,False
955,42,Male,5,2,4,0,"Dessert,Fruity",Online,TikTok,iOS,8.0,1,0.75,False,4,0.32,Vanilla Swirl,Spicy,13.6,5,5.6,7.4,Energetic,False,0.25,False,False,56,Stable,Maintain,PH,False
956,24,Male,4,3,5,0,Fruity,Retail,TikTok,iOS,15.8,1,0.52,False,19,0.42,Mint Chill,Nutty,27.9,5,6.2,4.6,Happy,False,0.37,True,True,52,Stable,Reduce,SG,False
957,23,Male,3,3,7,0,Beverage,Online,TikTok,iOS,40.6,0,0.23,False,20,0.96,Lychee Ice,Sweet,32.7,3,6.9,6.0,Anxious,False,0.58,False,False,51,Declining,Reduce,SG,False
958,41,Male,5,3,2,0,"Fruity,Spice,Dessert",Lounge,Instagram,iOS,22.3,1,0.65,False,7,0.62,Blueberry Muffin,Sweet,11.2,1,4.7,2.9,Anxious,False,0.08,False,False,53,Rising,Maintain,AE,False
959,50,Male,3,4,14,0,Tobacco,Online,Instagram,Android,22.6,1,0.91,True,8,0.43,Tobacco Twist,Fruity,50.0,5,6.5,6.5,Energetic,True,0.15,False,False,42,Rising,Maintain,IN,True
960,46,Male,1,4,6,1,"Fruity,Spice",Retail,Website,Android,22.0,1,0.59,True,17,0.95,Peach Punch,Nutty,23.1,2,7.3,8.4,Happy,True,0.2,False,True,51,Rising,Maintain,IN,False
961,39,Female,1,5,1,1,Menthol,Retail,Instagram,Android,44.0,0,0.3,False,13,0.4,Lychee Ice,Menthol,10.0,5,6.8,8.5,Energetic,False,0.52,False,True,50,Stable,Maintain,PH,False
962,43,Other,1,3,7,1,Fruity,Lounge,Website,Android,41.3,1,0.5,False,24,0.19,Blueberry Muffin,Sweet,22.7,6,5.5,8.4,Anxious,False,0.21,False,False,44,Stable,Maintain,US,False
963,45,Male,3,1,9,0,Beverage,Lounge,Instagram,iOS,47.2,2,0.57,False,21,1.0,Spicy Guava,Spicy,50.0,3,5.7,7.3,Anxious,False,0.13,False,False,56,Stable,Maintain,US,False
964,38,Male,5,5,5,0,"Tobacco,Menthol",Retail,TikTok,Desktop,23.4,0,0.44,False,23,0.34,Vanilla Swirl,Fruity,21.1,2,8.3,8.2,Energetic,False,0.39,False,False,49,Declining,Maintain,US,False
965,24,Female,1,1,5,0,"Beverage,Menthol",Retail,Instagram,Android,28.0,3,0.22,True,11,0.87,Choco Hazelnut,Fruity,20.9,1,5.4,6.2,LowEnergy,False,0.38,False,False,49,Declining,Maintain,PH,False
966,34,Male,5,4,4,0,Fruity,Online,TikTok,Desktop,9.8,1,0.59,False,1,0.25,Blueberry Muffin,Sweet,15.6,1,7.9,5.7,Energetic,False,0.47,False,False,46,Rising,Reduce,SG,False
967,37,Male,3,5,3,1,Menthol,Online,Website,Android,39.8,2,0.48,False,2,0.76,Custard Kunafa,Nutty,13.1,6,5.8,8.2,Happy,True,0.58,False,False,51,Stable,Maintain,IN,False
968,37,Female,5,5,9,1,"Beverage,Menthol,Dessert",Retail,Instagram,iOS,13.3,0,0.87,True,17,0.57,Mango Tango,Fruity,33.8,5,7.9,6.9,Anxious,False,0.07,False,False,54,Rising,Quit,IN,False
969,39,Male,3,2,5,1,Fruity,Lounge,TikTok,Android,27.2,0,0.62,True,5,0.98,Lychee Ice,Sweet,20.6,2,7.1,3.8,Anxious,False,0.31,False,False,55,Declining,Maintain,SG,False
970,45,Female,3,4,8,0,"Beverage,Dessert,Tobacco",Retail,TikTok,iOS,14.0,0,0.67,True,6,0.6,Berry Blast,Nutty,43.2,6,6.1,8.3,Energetic,True,0.42,False,False,48,Declining,Reduce,IN,True
971,24,Female,4,4,9,0,Dessert,Lounge,Website,Android,19.1,1,0.58,True,24,0.12,Blueberry Muffin,Sweet,49.5,2,4.4,6.2,LowEnergy,False,0.32,False,True,47,Declining,Quit,IN,True
972,18,Male,3,5,5,1,"Spice,Tobacco",Retail,Referral,iOS,16.6,0,0.61,False,7,0.64,Lychee Ice,Sweet,19.6,5,7.0,5.5,Anxious,False,0.15,False,False,53,Stable,Maintain,US,False
973,49,Male,3,4,10,0,Spice,Online,Website,iOS,18.9,0,0.35,True,21,0.23,Custard Kunafa,Nutty,44.1,5,6.7,8.0,Energetic,False,0.12,False,False,61,Stable,Reduce,US,False
974,30,Female,2,5,9,1,"Menthol,Tobacco,Beverage",Online,Instagram,Desktop,19.6,2,0.44,True,15,0.82,Peach Punch,Nutty,50.0,4,7.0,7.8,LowEnergy,False,0.24,True,True,54,Stable,Maintain,AE,True
975,47,Male,1,2,2,1,"Tobacco,Dessert",Online,Instagram,iOS,19.5,0,0.76,True,19,0.87,Vanilla Swirl,Nutty,10.0,4,7.1,5.1,Energetic,False,0.44,False,False,56,Rising,Quit,AE,False
976,40,Male,4,5,9,0,"Beverage,Fruity",Online,Instagram,Desktop,33.3,2,0.63,False,16,0.53,Lychee Ice,Sweet,50.0,5,4.9,6.3,Energetic,False,0.5,False,False,48,Rising,Reduce,IN,True
977,36,Female,4,4,11,1,Tobacco,Retail,TikTok,iOS,14.0,0,0.54,False,13,0.8,Peach Punch,Fruity,40.2,3,7.0,5.1,Energetic,False,0.45,False,False,40,Declining,Maintain,US,False
978,49,Male,4,4,4,1,"Beverage,Menthol",Lounge,Instagram,Android,27.2,0,0.67,True,5,0.23,Strawberry Cream,Menthol,20.1,6,7.4,5.2,Anxious,True,0.05,True,False,45,Stable,Reduce,AE,False
979,47,Male,2,5,6,0,"Tobacco,Fruity",Retail,TikTok,Android,37.2,0,0.68,False,3,0.54,Citrus Pop,Menthol,28.5,4,7.4,2.0,LowEnergy,False,0.23,False,False,46,Declining,Reduce,AE,False
980,46,Female,3,5,6,1,Tobacco,Online,TikTok,Android,19.9,2,0.9,True,3,0.45,Pineapple Freeze,Sweet,28.0,5,5.0,5.0,Happy,False,0.37,False,False,43,Declining,Maintain,US,False
981,46,Male,1,5,6,0,Beverage,Online,TikTok,iOS,17.8,2,0.62,False,19,0.65,Choco Hazelnut,Sweet,33.5,2,7.9,6.2,Happy,False,0.29,False,False,55,Declining,Reduce,AE,False
982,47,Female,5,3,2,0,"Menthol,Tobacco,Fruity",Online,Website,iOS,22.7,1,0.44,True,14,0.14,Peach Punch,Fruity,10.0,6,7.0,2.3,Anxious,False,0.4,False,False,56,Stable,Reduce,SG,False
983,33,Female,3,4,7,1,Beverage,Online,Instagram,iOS,36.8,0,0.58,False,16,0.78,Vanilla Swirl,Nutty,28.3,4,7.2,4.4,Anxious,False,0.19,False,True,51,Rising,Maintain,SG,False
984,36,Female,2,4,13,1,"Menthol,Fruity",Online,Instagram,iOS,26.9,1,0.69,False,22,0.17,Mint Chill,Sweet,50.0,3,5.4,7.4,Energetic,True,0.12,False,False,40,Rising,Quit,US,False
985,35,Male,3,3,6,0,"Dessert,Fruity",Online,Website,Android,19.7,0,0.75,False,17,0.69,Rose Milk,Spicy,32.6,6,7.4,4.4,Energetic,False,0.53,True,False,42,Stable,Maintain,US,False
986,18,Other,3,5,11,0,"Fruity,Dessert,Beverage",Online,TikTok,Desktop,29.8,2,0.36,True,4,0.12,Vanilla Swirl,Nutty,40.1,6,4.4,6.3,LowEnergy,False,0.13,False,True,49,Rising,Reduce,AE,True
987,31,Male,2,2,14,1,"Fruity,Tobacco,Beverage",Online,Website,Desktop,14.0,1,0.64,False,13,0.85,Pineapple Freeze,Sweet,50.0,1,5.5,4.0,Energetic,False,0.18,False,False,51,Rising,Maintain,IN,True
988,19,Female,4,5,1,1,"Spice,Menthol,Fruity",Lounge,TikTok,Android,31.8,3,0.47,False,8,0.26,Spicy Guava,Spicy,10.0,2,8.0,7.1,LowEnergy,False,0.25,False,False,51,Stable,Quit,PH,False
989,45,Male,4,5,2,1,Spice,Online,Instagram,Android,29.1,2,0.52,True,19,0.56,Strawberry Cream,Fruity,10.0,3,7.4,6.0,Energetic,False,0.09,False,False,48,Declining,Reduce,SG,False
990,47,Male,1,3,7,0,"Beverage,Spice,Dessert",Online,Referral,Android,21.9,0,0.73,False,5,0.34,Blueberry Muffin,Spicy,36.9,3,6.8,5.1,Energetic,False,0.34,False,False,48,Declining,Reduce,SG,False
991,21,Male,1,4,1,1,Fruity,Online,Website,iOS,16.6,0,0.71,True,2,0.75,Vanilla Swirl,Sweet,10.0,3,7.6,2.5,Happy,False,0.1,False,False,44,Rising,Quit,US,False
992,18,Female,4,5,1,0,"Spice,Beverage",Online,Website,Desktop,16.1,0,0.5,True,15,0.39,Blueberry Muffin,Menthol,10.0,2,7.7,5.2,Anxious,False,0.83,False,False,53,Declining,Maintain,IN,False
993,25,Other,5,4,1,1,"Spice,Menthol",Retail,Instagram,Android,30.3,1,0.58,True,2,0.75,Spicy Guava,Sweet,10.0,3,7.4,7.5,LowEnergy,False,0.16,False,True,53,Stable,Maintain,US,False
994,46,Male,3,1,8,0,Tobacco,Retail,TikTok,Android,37.3,0,0.52,False,11,0.36,Citrus Pop,Menthol,32.6,1,6.2,8.8,Happy,False,0.33,True,False,46,Stable,Reduce,AE,False
995,20,Male,5,4,4,1,"Beverage,Tobacco,Fruity",Online,TikTok,iOS,18.6,1,1.0,False,13,0.78,Blueberry Muffin,Fruity,19.2,4,5.4,6.2,Energetic,False,0.3,False,False,45,Rising,Maintain,IN,False
996,49,Female,3,2,4,0,Fruity,Retail,Instagram,Android,29.6,1,0.64,False,23,0.13,Mango Tango,Fruity,18.7,2,5.7,6.3,Happy,True,0.45,False,False,54,Stable,Maintain,AE,False
997,27,Male,4,2,13,0,"Menthol,Beverage",Online,Referral,Android,5.0,3,0.47,True,10,0.35,Tobacco Twist,Nutty,50.0,3,8.2,5.5,LowEnergy,False,0.2,True,False,53,Stable,Reduce,SG,False
998,27,Male,1,5,2,0,"Dessert,Tobacco",Retail,Instagram,Desktop,19.2,1,0.8,False,3,0.55,Rose Milk,Nutty,10.0,5,5.0,8.3,Anxious,True,0.31,False,False,42,Stable,Reduce,US,False
999,36,Female,1,4,11,0,"Tobacco,Fruity",Online,Referral,Android,24.7,0,0.8,True,5,0.14,Citrus Pop,Menthol,40.5,4,7.1,6.1,Happy,True,0.11,False,True,49,Rising,Maintain,US,False
1000,51,Male,5,5,11,1,Menthol,Online,TikTok,iOS,15.9,0,0.87,False,3,0.27,Pineapple Freeze,Menthol,48.0,6,7.1,7.8,LowEnergy,False,0.07,True,False,38,Declining,Quit,PH,False
1001,50,Other,1,3,11,1,"Dessert,Beverage",Retail,Instagram,Desktop,15.6,1,0.91,False,6,0.94,Spicy Guava,Fruity,50.0,2,8.3,6.9,Energetic,True,0.39,False,True,39,Declining,Reduce,IN,True
1002,40,Male,4,2,1,1,"Spice,Tobacco,Fruity",Retail,TikTok,iOS,18.3,1,0.71,True,13,0.98,Tobacco Twist,Spicy,10.0,5,7.1,6.7,Happy,False,0.37,False,False,50,Declining,Quit,SG,False
1003,45,Male,5,5,12,0,Fruity,Retail,Referral,Android,27.9,1,0.55,False,10,0.77,Lychee Ice,Menthol,41.2,6,6.0,5.0,Anxious,True,0.49,False,True,46,Rising,Quit,PH,False
1004,49,Male,3,3,10,1,"Tobacco,Dessert",Online,Website,iOS,23.1,1,0.57,False,19,0.33,Strawberry Cream,Menthol,30.9,5,6.0,9.2,LowEnergy,False,0.45,False,False,46,Stable,Maintain,PH,False
1005,24,Female,1,5,9,1,Tobacco,Online,Referral,Android,5.0,0,0.56,False,8,0.33,Blueberry Muffin,Spicy,50.0,3,6.5,8.7,Anxious,True,0.06,False,True,50,Rising,Reduce,US,False
1006,46,Male,2,4,7,0,"Dessert,Spice",Lounge,Website,Desktop,5.0,2,0.54,False,18,0.68,Mint Chill,Nutty,32.1,2,7.9,9.9,Energetic,True,0.18,True,False,54,Stable,Maintain,IN,False
1007,25,Female,1,4,4,0,"Menthol,Spice,Dessert",Online,Website,iOS,18.9,0,0.79,False,3,0.21,Custard Kunafa,Nutty,18.5,3,7.5,4.9,Anxious,False,0.19,False,False,55,Declining,Quit,US,False
1008,18,Male,3,4,12,1,"Tobacco,Menthol",Online,Referral,Desktop,29.6,2,0.6,False,24,0.95,Rose Milk,Menthol,50.0,6,5.2,6.9,Energetic,False,0.45,False,False,56,Rising,Reduce,IN,True
1009,20,Female,5,4,6,1,"Menthol,Tobacco",Online,Instagram,iOS,5.0,0,0.75,False,24,0.3,Strawberry Cream,Nutty,23.7,1,6.8,5.3,Energetic,False,0.27,False,True,42,Declining,Maintain,PH,False
1010,41,Male,3,1,14,1,"Menthol,Spice",Online,TikTok,Desktop,20.0,2,0.7,True,17,1.0,Berry Blast,Nutty,50.0,5,7.5,7.2,Happy,True,0.36,False,False,58,Stable,Quit,AE,True
1011,40,Male,2,3,2,0,"Fruity,Dessert",Online,Instagram,Android,19.7,1,0.44,False,8,0.55,Citrus Pop,Nutty,11.8,1,6.2,6.9,Energetic,False,0.24,False,False,51,Rising,Reduce,SG,False
1012,25,Female,4,3,7,1,Beverage,Online,Referral,Desktop,38.9,1,0.34,False,10,0.79,Custard Kunafa,Fruity,35.1,6,4.0,5.9,Anxious,False,0.6,False,False,44,Rising,Quit,PH,False
1013,54,Male,1,4,2,0,Beverage,Online,Referral,iOS,21.1,2,0.41,True,2,0.1,Custard Kunafa,Sweet,10.0,3,6.3,6.2,Happy,True,0.42,False,False,44,Rising,Maintain,US,False
1014,20,Male,5,1,10,1,"Tobacco,Dessert",Lounge,Instagram,Desktop,28.8,3,0.54,True,12,0.9,Pineapple Freeze,Menthol,34.0,4,4.7,9.6,Energetic,False,0.16,False,False,43,Stable,Quit,SG,False
1015,50,Female,4,4,8,1,"Tobacco,Fruity",Online,Website,Android,26.4,2,0.62,False,23,0.34,Vanilla Swirl,Menthol,28.9,5,4.5,6.3,LowEnergy,False,0.21,False,True,53,Rising,Reduce,PH,False
1016,45,Male,3,1,8,0,"Dessert,Spice",Online,Referral,iOS,5.0,0,0.5,False,6,0.7,Lychee Ice,Fruity,42.4,4,7.8,3.2,LowEnergy,False,0.31,False,True,49,Stable,Reduce,IN,True
1017,25,Female,5,4,1,1,Fruity,Retail,Instagram,Desktop,32.7,1,0.71,False,2,0.83,Peach Punch,Sweet,10.0,2,9.0,5.7,Energetic,False,0.49,True,False,50,Stable,Quit,US,False
1018,51,Male,4,2,13,0,Tobacco,Retail,TikTok,iOS,27.2,1,0.52,True,21,0.25,Vanilla Swirl,Sweet,39.8,5,8.1,4.9,Happy,False,0.28,False,False,50,Stable,Reduce,PH,False
1019,52,Female,5,2,8,1,Beverage,Online,Referral,Desktop,30.1,2,0.64,False,23,0.5,Peach Punch,Fruity,46.7,1,4.0,5.1,Happy,False,0.2,False,False,54,Rising,Reduce,IN,True
1020,49,Male,2,5,2,0,"Spice,Tobacco,Fruity",Retail,Instagram,iOS,60.0,1,0.62,True,24,0.54,Berry Blast,Spicy,10.0,4,6.3,7.6,Happy,False,0.21,True,False,57,Stable,Maintain,IN,False
1021,41,Male,2,4,6,0,"Spice,Dessert",Online,Website,Android,5.0,1,0.86,False,3,0.38,Berry Blast,Spicy,18.2,6,5.8,7.8,Anxious,False,0.33,False,False,45,Rising,Quit,IN,False
1022,31,Other,1,3,13,0,Beverage,Retail,Instagram,Android,42.2,1,0.45,False,17,0.53,Spicy Guava,Sweet,48.2,2,4.7,5.2,LowEnergy,False,0.69,False,False,63,Declining,Reduce,SG,False
1023,49,Female,1,5,1,0,Fruity,Online,Referral,iOS,22.1,1,0.93,True,7,0.39,Strawberry Cream,Spicy,10.0,5,7.1,5.7,Energetic,False,0.32,False,True,34,Stable,Quit,US,False
1024,33,Male,2,2,5,0,"Tobacco,Fruity,Beverage",Online,Referral,iOS,27.9,0,0.51,False,21,0.42,Berry Blast,Spicy,21.3,6,6.3,5.5,Energetic,False,0.41,False,False,44,Rising,Maintain,IN,False
1025,21,Male,5,4,11,1,Spice,Retail,Referral,iOS,24.5,2,0.4,False,5,0.7,Custard Kunafa,Spicy,50.0,2,5.1,8.8,LowEnergy,False,0.21,False,False,46,Stable,Maintain,PH,False
1026,54,Female,2,5,7,1,"Menthol,Fruity,Spice",Retail,TikTok,Android,20.8,1,0.57,False,23,0.67,Spicy Guava,Sweet,39.5,1,4.0,7.9,Anxious,False,0.08,False,False,53,Stable,Maintain,IN,True
1027,38,Male,1,4,13,1,Fruity,Online,Referral,iOS,19.3,0,1.0,False,1,0.31,Tobacco Twist,Spicy,50.0,6,5.8,7.5,Happy,True,0.4,True,False,50,Rising,Reduce,US,False
1028,31,Female,2,2,10,0,"Spice,Menthol,Fruity",Online,Referral,Android,28.3,2,0.73,False,8,0.91,Pineapple Freeze,Menthol,42.3,5,6.5,5.0,LowEnergy,False,0.36,False,False,57,Stable,Maintain,SG,False
1029,48,Female,2,5,1,1,"Spice,Tobacco,Fruity",Online,TikTok,iOS,9.8,1,0.69,False,12,0.88,Mango Tango,Sweet,10.0,2,6.4,3.9,Energetic,False,0.27,False,True,30,Stable,Maintain,IN,False
1030,35,Male,5,2,2,0,"Tobacco,Menthol",Retail,Referral,iOS,32.5,1,0.72,True,14,0.56,Mango Tango,Fruity,10.0,3,7.8,8.3,Anxious,False,0.72,False,False,58,Rising,Reduce,PH,False
1031,24,Male,4,1,7,1,Dessert,Online,Instagram,Android,20.8,1,0.48,True,16,0.49,Pineapple Freeze,Spicy,22.1,5,6.9,9.4,Energetic,False,0.07,False,False,67,Rising,Maintain,US,False
1032,27,Female,1,2,6,0,Menthol,Online,TikTok,iOS,13.7,3,0.65,True,10,0.44,Mango Tango,Nutty,34.9,5,6.1,3.9,Happy,False,0.25,False,False,42,Stable,Quit,IN,False
1033,24,Male,5,4,3,1,"Spice,Dessert",Online,Instagram,Desktop,20.5,1,0.6,False,15,0.74,Rose Milk,Sweet,10.7,5,5.5,9.9,LowEnergy,False,0.22,False,False,49,Stable,Reduce,SG,False
1034,50,Male,2,3,14,1,"Menthol,Fruity",Retail,Instagram,Desktop,37.6,0,0.87,False,21,0.7,Rose Milk,Fruity,50.0,5,4.4,6.3,Happy,False,0.26,False,True,57,Declining,Quit,AE,True
1035,40,Female,2,2,10,1,Dessert,Retail,Instagram,Android,19.6,0,0.58,False,24,0.28,Berry Blast,Menthol,44.2,3,5.2,6.8,Anxious,False,0.17,False,False,43,Rising,Maintain,PH,False
1036,38,Female,4,3,2,0,Fruity,Retail,Website,Android,28.6,2,0.54,False,15,0.7,Mango Tango,Fruity,10.0,6,8.1,4.5,LowEnergy,False,0.21,False,False,52,Rising,Maintain,IN,False
1037,36,Female,1,1,10,0,"Spice,Beverage",Online,TikTok,Desktop,17.7,1,0.43,False,10,0.33,Mint Chill,Spicy,30.6,6,7.5,3.8,Happy,True,0.45,False,True,54,Stable,Maintain,IN,False
1038,36,Male,1,5,4,0,"Spice,Fruity",Lounge,Website,iOS,32.6,0,0.62,False,21,0.12,Blueberry Muffin,Nutty,13.8,6,6.8,3.1,Happy,False,0.12,True,False,49,Stable,Reduce,AE,False
1039,53,Male,3,5,3,1,Dessert,Retail,Instagram,iOS,31.9,0,0.64,False,7,0.73,Vanilla Swirl,Spicy,12.4,1,5.9,8.0,Happy,False,0.31,True,False,55,Stable,Maintain,US,False
1040,46,Male,1,3,7,1,Tobacco,Retail,TikTok,iOS,43.5,1,0.42,False,3,0.68,Strawberry Cream,Fruity,35.4,3,8.0,6.4,Anxious,False,0.57,False,False,50,Rising,Maintain,AE,True
1041,35,Male,4,5,8,0,"Spice,Fruity,Beverage",Online,TikTok,Android,23.2,0,0.67,False,2,0.47,Lychee Ice,Sweet,29.5,3,5.3,7.2,Happy,False,0.23,False,False,47,Rising,Quit,US,False
1042,19,Male,3,2,2,1,"Tobacco,Spice",Online,Website,iOS,31.7,2,0.63,True,6,0.57,Mint Chill,Nutty,10.0,2,5.3,8.2,Energetic,True,0.07,False,False,49,Stable,Maintain,IN,False
1043,18,Male,3,3,10,1,"Menthol,Beverage",Retail,TikTok,Android,26.0,0,0.75,False,21,0.95,Mango Tango,Nutty,46.7,4,6.4,6.4,LowEnergy,False,0.22,True,False,54,Stable,Reduce,AE,True
1044,22,Female,2,4,7,1,"Menthol,Spice",Online,Website,Desktop,38.0,0,0.78,True,9,0.64,Mango Tango,Fruity,39.7,6,4.0,9.0,LowEnergy,False,0.21,False,True,45,Rising,Reduce,IN,True
1045,37,Male,2,2,8,0,Dessert,Online,Referral,Desktop,17.8,2,0.61,True,10,0.69,Vanilla Swirl,Spicy,31.8,4,5.3,5.3,Happy,False,0.48,True,False,57,Rising,Maintain,AE,False
1046,28,Male,1,2,6,0,Beverage,Retail,Website,Android,32.5,0,0.44,False,4,0.16,Blueberry Muffin,Fruity,20.4,2,6.2,5.9,Anxious,True,0.13,False,False,62,Declining,Reduce,IN,False
1047,19,Male,3,2,6,0,Dessert,Retail,Instagram,iOS,23.1,2,0.48,False,3,0.25,Mango Tango,Nutty,26.8,3,5.9,5.1,Energetic,False,0.04,False,False,51,Declining,Reduce,IN,False
1048,20,Male,2,4,10,1,"Spice,Fruity,Beverage",Lounge,Instagram,Desktop,24.4,1,0.86,False,9,0.37,Citrus Pop,Fruity,50.0,2,5.3,7.8,Energetic,True,0.16,True,False,60,Rising,Maintain,IN,True
1049,40,Male,4,1,1,0,"Spice,Beverage",Retail,Referral,Android,25.9,1,0.62,False,24,0.59,Custard Kunafa,Nutty,10.0,5,8.9,8.2,LowEnergy,False,0.31,False,False,41,Rising,Maintain,SG,False
1050,29,Male,2,5,4,1,Dessert,Online,Instagram,iOS,27.5,1,0.86,False,22,0.8,Spicy Guava,Spicy,17.1,2,8.1,5.8,LowEnergy,False,0.13,False,False,45,Rising,Quit,AE,False
1051,37,Male,2,3,14,1,"Spice,Fruity,Menthol",Online,Referral,iOS,23.8,2,0.67,True,17,0.39,Vanilla Swirl,Sweet,42.7,2,8.6,4.4,Energetic,True,0.31,False,True,46,Rising,Maintain,SG,False
1052,22,Male,3,1,1,1,Beverage,Online,TikTok,Desktop,27.1,3,0.71,False,14,0.42,Mango Tango,Sweet,10.0,5,6.4,8.3,LowEnergy,False,0.31,False,False,55,Stable,Reduce,IN,False
1053,54,Male,3,3,4,1,"Spice,Beverage,Tobacco",Online,Referral,Android,40.8,3,0.74,False,10,0.33,Blueberry Muffin,Fruity,17.8,4,5.9,5.2,Happy,False,0.24,False,False,46,Rising,Reduce,PH,False
1054,47,Female,5,5,2,0,"Dessert,Menthol,Spice",Online,Website,Desktop,34.9,2,0.42,False,13,0.33,Peach Punch,Nutty,10.0,5,8.4,5.9,Energetic,False,0.24,False,False,44,Stable,Maintain,US,False
1055,26,Male,4,4,11,0,Tobacco,Online,Referral,Desktop,33.7,1,0.65,False,12,0.95,Rose Milk,Sweet,50.0,1,6.6,4.9,LowEnergy,False,0.37,True,False,38,Stable,Quit,AE,True
